title,imdbid,year,rating,binary
"Ladies and Gentlemen, the Fabulous Stains",tt0082639,1982,3,1
"Draughtsman&#39;s Contract, The",tt0083851,1982,2,0
"Last Unicorn, The",tt0084237,1982,3,1
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",tt0083745,1982,3,1
Le Retour de Martin Guerre,tt0084589,1982,3,1
Rocky III,tt0084602,1982,0,0
An Officer and a Gentleman,tt0084434,1982,3,1
"Scarlet Pimpernel, The",tt0084637,1982,2,0
"Verdict, The",tt0084855,1982,1,0
"State of Things, The",tt0084725,1982,3,1
Cat People,tt0083722,1982,3,1
Diner,tt0083833,1982,1,0
Fast Times at Ridgemont High,tt0083929,1982,2,0
E.T.: The Extra-Terrestrial,tt0083866,1982,3,1
Fanny and Alexander,tt0083922,1982,2,0
Blade Runner,tt0083658,1982,1,0
Tenebre,tt0084777,1982,2,0
"Beast Within, The",tt0083629,1982,1,0
"Entity, The",tt0082334,1982,3,1
Mil gritos tiene la noche [Pieces],tt0082748,1982,1,0
Videodrome,tt0086541,1983,2,0
"Hunger, The",tt0085701,1983,3,1
"Ballad of Narayama, The",tt0084390,1983,3,1
Flashdance,tt0085549,1983,3,1
Born in Flames,tt0085267,1983,3,1
A Christmas Story,tt0085334,1983,1,0
Breathless,tt0085276,1983,0,0
Go for It,tt0085601,1983,0,0
El pico,tt0086104,1983,1,0
Merry Christmas Mr Lawrence,tt0085933,1983,0,0
Rumble Fish,tt0086216,1983,2,0
Star Wars: Episode VI - Return of the Jedi,tt0086190,1983,1,0
WarGames,tt0086567,1983,1,0
El Norte,tt0085482,1983,3,1
Terms of Endearment,tt0086425,1983,3,1
Hercules,tt0085672,1983,3,1
Mickey&#39;s Christmas Carol,tt0085936,1983,1,0
Yentl,tt0086619,1983,3,1
Octopussy,tt0086034,1983,2,0
Scarface,tt0086250,1983,1,0
"Dead Zone, The",tt0085407,1983,1,0
Lianna,tt0085838,1983,3,1
Los renglones torcidos de Dios,tt0224005,1983,3,1
Christine,tt0085333,1983,1,0
Terms of Endearment,tt0086425,1983,1,0
Trading Places,tt0086465,1983,1,0
"Outsiders, The",tt0086066,1983,2,0
Krull,tt0085811,1983,1,0
Local Hero,tt0085859,1983,1,0
"Man With Two Brains, The",tt0085894,1983,1,0
Superman III,tt0086393,1983,3,1
Educating Rita,tt0085478,1983,3,1
Yellowbeard,tt0086618,1983,1,0
Silkwood,tt0086312,1983,3,1
Dark Habits,tt0085496,1983,3,1
"4th Man, The",tt0086543,1983,1,0
"Meaning of Life , The",tt0085959,1983,1,0
Jaws 3-D,tt0085750,1983,3,1
Mortelle randonn&eacute;e,tt0084358,1983,3,1
Barefoot Gen,tt0085218,1983,3,1
Cujo,tt0085382,1983,3,1
Strange Brew,tt0086373,1983,1,0
Non ci resta che piangere,tt0087814,1984,1,0
"Jewel in the Crown, The",tt0086739,1984,3,1
"Last Starfighter, The",tt0087597,1984,3,1
Body Double,tt0086984,1984,2,0
Another Country,tt0086904,1984,0,0
"Terminator, The",tt0088247,1984,3,1
"Karate Kid, The",tt0087538,1984,3,1
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",tt0086856,1984,3,1
Love Streams,tt0087644,1984,3,1
A Passage to India,tt0087892,1984,3,1
This Is Spinal Tap,tt0088258,1984,1,0
Poison for the Fairies,tt0135033,1984,3,1
Sixteen Candles,tt0088128,1984,3,1
Star Trek III: The Search for Spock,tt0088170,1984,1,0
Amadeus,tt0086879,1984,3,1
Starman,tt0088172,1984,0,0
Johnny Dangerously,tt0087507,1984,3,1
Children of the Corn,tt0087050,1984,3,1
"Philadelphia Experiment, The",tt0087910,1984,1,0
Ghostbusters,tt0087332,1984,2,0
Conan the Destroyer,tt0087078,1984,3,1
Beverly Hills Cop,tt0086960,1984,0,0
"Natural, The",tt0087781,1984,1,0
Blame It on Rio,tt0086973,1984,3,1
What Have I Done to Deserve This?,tt0088461,1984,3,1
Trancers,tt0090192,1984,1,0
El pico 2,tt0087913,1984,1,0
Once Upon A Time In America,tt0087843,1984,1,0
Bachelor Party,tt0086927,1984,3,1
Night of the Comet,tt0087799,1984,3,1
A Soldier&#39;s Story,tt0088146,1984,0,0
Splash,tt0088161,1984,1,0
2010,tt0086837,1984,1,0
Blood Simple.,tt0086979,1984,1,0
Revenge of the Nerds,tt0088000,1984,1,0
Top Secret!,tt0088286,1984,0,0
Repo Man,tt0087995,1984,2,0
Friday the 13th Part IV: The Final Chapter,tt0087298,1984,3,1
"Paris, Texas",tt0087884,1984,1,0
Dune,tt0087182,1984,3,1
"Neverending Story, The",tt0088323,1984,1,0
Police Academy,tt0087928,1984,3,1
A nightmare on Elm Street,tt0087800,1984,3,1
Supergirl,tt0088206,1984,3,1
Godzilla 1985,tt0087344,1984,0,0
Best Defense,tt0086955,1984,2,0
Protocol,tt0087951,1984,3,1
A Private Function,tt0089838,1984,3,1
"Muppets Take Manhattan, The",tt0087755,1984,3,1
Indiana Jones and the Temple of Doom,tt0087469,1984,0,0
Gremlins,tt0087363,1984,1,0
"Bostonians, The",tt0086992,1984,3,1
Secret Places,tt0088075,1984,3,1
Kaze no tani no Naushika,tt0087544,1984,3,1
Purple Rain,tt0087957,1984,3,1
Razorback,tt0087981,1984,1,0
Los santos inocentes,tt0088040,1984,3,1
"Ice Pirates, The",tt0087451,1984,2,0
"Silent Night, Deadly Night",tt0088117,1984,3,1
Angel,tt0086896,1984,3,1
Tomo yo shizukani nemure,tt0380761,1985,2,0
"Trip To Bountiful, The",tt0090203,1985,3,1
Legend,tt0089469,1985,3,1
Enemy Mine,tt0089092,1985,0,0
Girls Just Want to Have Fun,tt0089208,1985,3,1
Red Sonja,tt0089893,1985,3,1
Commando,tt0088944,1985,1,0
Better Off Dead,tt0088794,1985,3,1
White Nights,tt0090319,1985,1,0
A Chorus Line,tt0088915,1985,3,1
"Goonies, The",tt0089218,1985,3,1
"Black Cauldron, The",tt0088814,1985,3,1
Anne of Green Gables,tt0088727,1985,3,1
Ran,tt0089881,1985,1,0
Night on the Galactic Railroad,tt0089206,1985,0,0
Howling II: ... Your Sister Is a Werewolf,tt0089308,1985,2,0
Dreamchild,tt0089052,1985,3,1
Esperando la carroza,tt0089108,1985,3,1
A View to a Kill,tt0090264,1985,1,0
"Quiet Earth, The",tt0089869,1985,0,0
"Color Purple, The",tt0088939,1985,3,1
Huang tudi (Yellow Earth),tt0087433,1985,0,0
Real Genius,tt0089886,1985,1,0
Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),tt0088748,1985,0,0
Fletch,tt0089155,1985,1,0
Dim Sum: A Little Bit of Heart,tt0087150,1985,3,1
A Room with a View,tt0091867,1985,3,1
Detective,tt0089066,1985,1,0
Weird Science,tt0090305,1985,3,1
Back to the Future,tt0088763,1985,2,0
Brazil,tt0088846,1985,3,1
"Care Bears Movie, The",tt0088885,1985,3,1
Day of the Dead,tt0088993,1985,0,0
Witness,tt0090329,1985,3,1
Police Academy 2: Their First Assignment,tt0089822,1985,1,0
Mr Vampire (Geung si sin sang),tt0089371,1985,1,0
Sans toi ni loi (Vagabond),tt0089960,1985,3,1
Flesh+Blood,tt0089153,1985,3,1
Tampopo,tt0092048,1985,1,0
Rocky IV,tt0089927,1985,2,0
Angel&#39;s Egg,tt0208502,1985,0,0
A Nightmare on Elm Street 2: Freddy&#39;s Revenge,tt0089686,1985,3,1
Clue,tt0088930,1985,3,1
"Sure Thing, The",tt0090103,1985,3,1
Re-Animator,tt0089885,1985,0,0
Fandango,tt0089126,1985,0,0
Spies Like Us,tt0090056,1985,1,0
Purple Rose of Cairo,tt0089853,1985,3,1
"Legend of Billie Jean, The",tt0089470,1985,3,1
"Official Story, The",tt0089276,1985,3,1
My Beautiful Laundrette,tt0091578,1985,2,0
Kiss of the Spider Woman,tt0089424,1985,2,0
Rambo: First Blood Part II,tt0089880,1985,0,0
Come and See,tt0091251,1985,0,0
Fright Night,tt0089175,1985,2,0
After Hours,tt0088680,1985,2,0
Just One of the Guys,tt0089393,1985,3,1
Return to Oz,tt0089908,1985,3,1
Desert Hearts,tt0089015,1985,3,1
Otac na sluzbenom putu,tt0089748,1985,3,1
Wetherby,tt0090310,1985,3,1
Friday the 13th: A New Beginning,tt0089173,1985,3,1
Sweet Dreams,tt0090110,1985,3,1
Starchaser: The Legend of Orin,tt0090065,1985,1,0
Phenomena,tt0087909,1985,3,1
Ladyhawke,tt0089457,1985,0,0
"Breakfast Club, The",tt0088847,1985,3,1
Barbarian Queen,tt0088771,1985,3,1
Desperately Seeking Susan,tt0089017,1985,3,1
Agnes of God,tt0088683,1985,3,1
Out of Africa,tt0089755,1985,3,1
La Negrita: the Miracle of Our Lady of Los Angeles,tt5739786,1985,1,0
Ninja Terminator,tt0199849,1985,2,0
Labyrinth,tt0091369,1986,3,1
Armed and Dangerous,tt0090660,1986,1,0
Down by Law,tt0090967,1986,1,0
Crocodile Dundee,tt0090555,1986,3,1
Police Academy 3: Back in Training,tt0091777,1986,1,0
Ferris Bueller&#39;s Day Off,tt0091042,1986,3,1
"Parent Trap II, The",tt0091721,1986,3,1
"Transformers: The Movie, The",tt0092106,1986,0,0
"Karate Kid, Part II, The",tt0091326,1986,1,0
"Mission, The",tt0091530,1986,0,0
Manhunter,tt0091474,1986,1,0
Matador,tt0091495,1986,3,1
Aliens,tt0090605,1986,3,1
Peggy Sue Got Married,tt0091738,1986,3,1
Howard The Duck,tt0091225,1986,3,1
"&#39;night, Mother",tt0090556,1986,3,1
Kin-Dza-Dza,tt0091341,1986,0,0
Pretty in Pink,tt0091790,1986,3,1
Maximum Overdrive,tt0091499,1986,2,0
An American Tail,tt0090633,1986,3,1
Tenk&ucirc; no shiro Rapyuta,tt0092067,1986,3,1
Project A-ko,tt0091794,1986,3,1
SpaceCamp,tt0091993,1986,3,1
Blue Velvet,tt0090756,1986,1,0
When the Wind Blows,tt0090315,1986,0,0
Flight of the Navigator,tt0091059,1986,3,1
"Adventures of Milo and Otis, The",tt0097050,1986,1,0
Critters,tt0090887,1986,2,0
Chopping Mall,tt0090837,1986,3,1
Rosa Luxemburg,tt0091869,1986,3,1
Children of a Lesser God,tt0090830,1986,3,1
"Fugitives, The",tt0091093,1986,0,0
From Beyond,tt0091083,1986,3,1
Back to School,tt0090685,1986,1,0
Top Gun,tt0092099,1986,2,0
Little Shop of Horrors,tt0091419,1986,1,0
Hannah and Her Sisters,tt0091167,1986,3,1
Platoon,tt0091763,1986,0,0
Big Trouble in Little China,tt0090728,1986,3,1
Jumpin&#39; Jack Flash,tt0091306,1986,3,1
"Great Mouse Detective, The",tt0091149,1986,1,0
Star Trek IV:  The Voyage Home,tt0092007,1986,3,1
"Money Pit, The",tt0091541,1986,2,0
F/X,tt0089118,1986,1,0
Pirates,tt0091757,1986,0,0
Captain EO,tt0090793,1986,1,0
Asterix in Britain (Asterix chez les Bretons),tt0090667,1986,0,0
Ruthless People,tt0091877,1986,3,1
Short Circuit,tt0091949,1986,3,1
Hour of the Star,tt0089297,1986,3,1
"Fly, The",tt0091064,1986,2,0
Stand By Me,tt0092005,1986,0,0
Highlander,tt0091203,1986,3,1
"Clan of the Cave Bear, The",tt0090848,1986,3,1
Peking Opera Blues,tt0090952,1986,3,1
!Three Amigos!,tt0092086,1986,2,0
April Fool&#39;s Day,tt0090655,1986,3,1
"Name Of The Rose, The",tt0091605,1986,0,0
Il caso Moro,tt0090805,1986,0,0
"Manhattan Project, The",tt0091472,1986,2,0
Moonstruck,tt0093565,1987,3,1
Empire of the Sun,tt0092965,1987,1,0
Swimming to Cambodia,tt0094089,1987,0,0
Radio Days,tt0093818,1987,1,0
Nice Girls Don&#39;t Explode,tt0093617,1987,3,1
Raising Arizona,tt0093822,1987,3,1
Beverly Hills Cop II,tt0092644,1987,1,0
I&#39;ve Heard the Mermaids Singing,tt0093239,1987,3,1
Babette&#39;s Feast,tt0092603,1987,3,1
Wings of Desire,tt0093191,1987,0,0
"Good Morning, Vietnam",tt0093105,1987,1,0
House II: The Second Story,tt0093220,1987,3,1
September,tt0093940,1987,3,1
La ley del deseo,tt0093412,1987,3,1
Bad Taste,tt0092610,1987,0,0
House of Games,tt0093223,1987,3,1
Dragnet,tt0092925,1987,3,1
Evil Dead II,tt0092991,1987,3,1
"Wonderful Wizard of Oz, The",tt0098675,1987,3,1
"Whales Of August, The",tt0094315,1987,3,1
Baby Boom,tt0092605,1987,3,1
Fatal Attraction,tt0093010,1987,3,1
"Gate, The",tt0093075,1987,2,0
Light of Day,tt0093415,1987,3,1
"Witches of Eastwick, The",tt0094332,1987,3,1
Overboard,tt0093693,1987,3,1
Predator,tt0093773,1987,0,0
Black Widow,tt0090738,1987,3,1
Hansel and Gretel,tt0093144,1987,3,1
Fatal Beauty,tt0093011,1987,2,0
Broadcast News,tt0092699,1987,3,1
Epidemic,tt0092972,1987,1,0
3 Men and a Baby,tt0094137,1987,1,0
Hope and Glory,tt0093209,1987,3,1
Outrageous Fortune,tt0093690,1987,3,1
Ngati,tt0093615,1987,3,1
"Princess Bride, The",tt0093779,1987,2,0
A Nightmare on Elm Street 3: Dream Warriors,tt0093629,1987,3,1
Full Metal Jacket,tt0093058,1987,0,0
Spaceballs,tt0094012,1987,3,1
Bagdad Cafe,tt0095801,1987,3,1
Housekeeping,tt0093225,1987,3,1
Withnail &amp; I,tt0094336,1987,1,0
"Lost Boys, The",tt0093437,1987,1,0
Maurice,tt0093512,1987,2,0
RoboCop,tt0093870,1987,1,0
High Tide,tt0095305,1987,3,1
Police Academy 4: Citizens on Patrol,tt0093756,1987,1,0
Creepshow 2,tt0092796,1987,3,1
El bosque animado,tt0092693,1987,3,1
Superman IV: The Quest for Peace,tt0094074,1987,3,1
Dirty Dancing,tt0092890,1987,3,1
Angel Heart,tt0092563,1987,1,0
Hellraiser,tt0093177,1987,3,1
Prince of Darkness,tt0093777,1987,3,1
"Last Emperor, The",tt0093389,1987,3,1
Lethal Weapon,tt0093409,1987,1,0
Barbie and the Rockers: Out of This World,tt0313254,1987,3,1
Around the World in Eighty Ways,tt0092581,1987,3,1
"Planes, Trains &amp; Automobiles",tt0093748,1987,1,0
84 Charing Cross Road,tt0090570,1987,3,1
"Chipmunk Adventure, The",tt0092752,1987,3,1
Hard Ticket to Hawaii,tt0093146,1987,3,1
Adventures in Babysitting,tt0092513,1987,3,1
Au Revoir Les Enfants,tt0092593,1987,1,0
Waiting for the Moon,tt0094286,1987,3,1
Jaws: The Revenge,tt0093300,1987,3,1
Scrooged,tt0096061,1988,3,1
Hairspray,tt0095270,1988,3,1
Willow,tt0096446,1988,3,1
"Land Before Time, The",tt0095489,1988,3,1
Action Jackson,tt0094612,1988,1,0
Sticky Fingers,tt0096176,1988,3,1
Critters 2,tt0094919,1988,3,1
Earth Girls Are Easy,tt0097257,1988,2,0
Pumpkinhead,tt0095925,1988,3,1
Wong gok ka moon,tt0096461,1988,0,0
Coming to America,tt0094898,1988,3,1
Crossing Delancey,tt0094921,1988,3,1
Two Moon Junction,tt0096324,1988,3,1
Alien Nation,tt0094631,1988,1,0
Married to the Mob,tt0095593,1988,3,1
Working Girl,tt0096463,1988,3,1
"Accused, The",tt0094608,1988,3,1
"Naked Gun: From the Files of Police Squad!, The",tt0095705,1988,1,0
Appleseed,tt0094668,1988,3,1
"Last Temptation of Christ, The",tt0095497,1988,2,0
My Stepmother Is an Alien,tt0095687,1988,3,1
Killer Klowns from Outer Space,tt0095444,1988,0,0
Bloodsport,tt0092675,1988,1,0
Maniac Cop,tt0095583,1988,3,1
Gakk&ocirc; no kaidan G,tt0330312,1988,0,0
Hell Comes to Frogtown,tt0093171,1988,3,1
"Distant Voices, Still Lives",tt0095037,1988,3,1
Heathers,tt0097493,1988,3,1
"Adventures of Baron Munchausen, The",tt0096764,1988,1,0
Feds,tt0095145,1988,3,1
Hellbound: Hellraiser II,tt0095294,1988,1,0
Twins,tt0096320,1988,3,1
Police Academy 5: Assignment: Miami Beach,tt0095882,1988,1,0
L&#39;etudiante,tt0096523,1988,3,1
Rain Man,tt0095953,1988,1,0
"Accidental Tourist, The",tt0094606,1988,2,0
Die Hard,tt0095016,1988,3,1
Tonari no Totoro,tt0096283,1988,3,1
Cinema Paradiso,tt0095765,1988,1,0
Another Woman,tt0094663,1988,3,1
Satisfaction,tt0096037,1988,3,1
Beaches,tt0094715,1988,3,1
Big Business,tt0094739,1988,3,1
Midnight Run,tt0095631,1988,2,0
A Fish Called Wanda,tt0095159,1988,3,1
Oliver &amp; Company,tt0095776,1988,2,0
Who Framed Roger Rabbit,tt0096438,1988,1,0
Caddyshack II,tt0094824,1988,3,1
Torch Song Trilogy,tt0096289,1988,1,0
Spoorloos,tt0096163,1988,1,0
Remando al viento [Rowing with the Wind],tt0093840,1988,2,0
Big,tt0094737,1988,1,0
Women on the Verge of a Nervous Breakdown,tt0095675,1988,3,1
Beetle Juice,tt0094721,1988,3,1
Poltergeist III,tt0095889,1988,3,1
Dead Ringers,tt0094964,1988,2,0
Child&#39;s Play,tt0094862,1988,3,1
Akira,tt0094625,1988,1,0
World Gone Wild,tt0096465,1988,3,1
Dangerous Liaisons,tt0094947,1988,3,1
Scooby-Doo and the Ghoul School,tt0189071,1988,3,1
Mystic Pizza,tt0095690,1988,3,1
They Live,tt0096256,1988,0,0
Young Guns,tt0096487,1988,1,0
Rock &#39;n&#39; Roll Mom,tt0096001,1988,3,1
Grave of the Fireflies,tt0095327,1988,0,0
A Nightmare on Elm Street 4: The Dream Master,tt0095742,1988,3,1
"Cook, the Thief, His Wife &amp; Her Lover, The",tt0097108,1989,1,0
Say Anything...,tt0098258,1989,2,0
Batman,tt0096895,1989,1,0
Drugstore Cowboy,tt0097240,1989,2,0
All Dogs Go to Heaven,tt0096787,1989,3,1
Fletch Lives,tt0097366,1989,1,0
Teen Witch,tt0098453,1989,3,1
Oranges Are Not The Only Fruit,tt0098032,1989,3,1
Ghostbusters II,tt0097428,1989,2,0
Back to the Future Part II,tt0096874,1989,3,1
"Honey, I Shrunk the Kids",tt0097523,1989,3,1
"Seventh Continent, The",tt0098327,1989,3,1
Let It Ride,tt0097731,1989,2,0
Police Academy 6: City Under Siege,tt0098105,1989,1,0
Godzilla vs. Biollante,tt0097444,1989,3,1
Lethal Weapon 2,tt0097733,1989,3,1
Glory,tt0097441,1989,0,0
"Delinquents, The",tt0097182,1989,3,1
Shag,tt0098300,1989,3,1
"&#39;Burbs, The",tt0096734,1989,1,0
Resan till Melonia,tt0098189,1989,1,0
Fat Man and Little Boy,tt0097336,1989,1,0
Shirley Valentine,tt0098319,1989,3,1
Przesluchanie,tt0084548,1989,3,1
UHF,tt0098546,1989,1,0
Chopper Chicks in Zombietown,tt0103959,1989,3,1
Crimes and Misdemeanors,tt0097123,1989,3,1
Born on the Fourth of July,tt0096969,1989,3,1
Steel Magnolias,tt0098384,1989,3,1
Meet The Feebles,tt0097858,1989,3,1
Turner &amp; Hooch,tt0098536,1989,1,0
Friday the 13th Part VIII: Jason Takes Manhattan,tt0097388,1989,3,1
Loverboy,tt0097790,1989,3,1
Millennium,tt0097883,1989,3,1
"Sex, Lies, and Videotape",tt0098724,1989,2,0
"Little Mermaid, The",tt0097757,1989,3,1
Leviathan,tt0097737,1989,3,1
Indiana Jones and the Last Crusade,tt0097576,1989,0,0
Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),tt0097814,1989,3,1
Licence to Kill,tt0097742,1989,2,0
"Get Smart, Again!",tt0097423,1989,3,1
Wild Orchid,tt0100934,1989,3,1
Road House,tt0098206,1989,1,0
When Harry Met Sally,tt0098635,1989,3,1
Mystery Train,tt0097940,1989,3,1
"Dream Team, The",tt0097235,1989,0,0
My Left Foot,tt0097937,1989,3,1
National Lampoon&#39;s Christmas Vacation,tt0097958,1989,3,1
Dead Calm,tt0097162,1989,0,0
Leningrad Cowboys Go America,tt0097728,1989,0,0
Bill &amp; Ted&#39;s Excellent Adventure,tt0096928,1989,2,0
She-Devil,tt0098309,1989,3,1
Weekend at Bernie&#39;s,tt0098627,1989,1,0
"Abyss, The",tt0096754,1989,3,1
Star Trek V: The Final Frontier,tt0098382,1989,1,0
Troop Beverly Hills,tt0098519,1989,3,1
Uncle Buck,tt0098554,1989,3,1
Major League,tt0097815,1989,1,0
Henry V,tt0097499,1989,3,1
Dead Poets Society,tt0097165,1989,1,0
Driving Miss Daisy,tt0097239,1989,3,1
Field of Dreams,tt0097351,1989,2,0
Do the Right Thing,tt0097216,1989,2,0
A Nightmare on Elm Street 5: The Dream Child,tt0097981,1989,3,1
Europa Europa,tt0099776,1990,2,0
Ghost,tt0099653,1990,3,1
Life Is Sweet,tt0100024,1990,3,1
Goodfellas,tt0099685,1990,3,1
Air America,tt0099005,1990,0,0
Total Recall,tt0100802,1990,1,0
Lord of the Flies,tt0100054,1990,0,0
Nikita,tt0100263,1990,3,1
Stella,tt0100691,1990,2,0
An Angel at My Table,tt0099040,1990,3,1
Postcards from the Edge,tt0100395,1990,3,1
"Handmaid&#39;s Tale, The",tt0099731,1990,3,1
Alice,tt0099012,1990,3,1
"Godfather: Part III, The",tt0099674,1990,3,1
Dragon Ball Z: The Movie - The Tree of Might,tt0142233,1990,1,0
Dragon Ball Z: Bardock - The Father of Goku,tt0142245,1990,0,0
Jacob&#39;s Ladder,tt0099871,1990,1,0
Paris is Burning,tt0100332,1990,3,1
Pretty Woman,tt0100405,1990,3,1
Happily Ever After,tt0099733,1990,3,1
Miller&#39;s Crossing,tt0100150,1990,0,0
Flatliners,tt0099582,1990,3,1
Darkman,tt0099365,1990,0,0
"Hunt for Red October, The",tt0099810,1990,1,0
RoboCop 2,tt0100502,1990,1,0
Bimbos B.C.,tt0196378,1990,3,1
Kindergarten Cop,tt0099938,1990,3,1
Criminal Justice,tt0099321,1990,3,1
"Match Factory Girl, The",tt0098532,1990,3,1
"I, the Worst of All",tt0100990,1990,3,1
Qin yong,tt0098147,1990,3,1
Portrait of a Marriage,tt0098897,1990,3,1
Joe Versus the Volcano,tt0099892,1990,2,0
Child&#39;s Play 2,tt0099253,1990,3,1
Troll 2,tt0105643,1990,3,1
Home Alone,tt0099785,1990,3,1
Dark Angel (I Come in Peace),tt0099817,1990,0,0
Mermaids,tt0100140,1990,3,1
Misery,tt0100157,1990,1,0
Mindwalk,tt0100151,1990,3,1
Predator 2,tt0100403,1990,2,0
A Little Night Music,tt0359610,1990,3,1
White Hunter Black Heart,tt0100928,1990,1,0
Strangers in Good Company,tt0102993,1990,3,1
"Witches, The",tt0100944,1990,3,1
A Tale of Springtime,tt0097106,1990,3,1
Tremors,tt0100814,1990,3,1
Presumed Innocent,tt0100404,1990,1,0
Rosencrantz &amp; Guildenstern Are Dead,tt0100519,1990,1,0
Class of 1999,tt0099277,1990,2,0
"Rescuers Down Under, The",tt0100477,1990,1,0
"Nasty Girl (Das schreckliche M&auml;dchen), The",tt0100557,1990,3,1
"Russia House, The",tt0100530,1990,0,0
Edward Scissorhands,tt0099487,1990,3,1
Close-Up,tt0100234,1990,1,0
"Long Walk Home, The",tt0100046,1990,3,1
It,tt0099864,1990,1,0
Wild at Heart,tt0100935,1990,2,0
I Hired a Contract Killer,tt0099818,1990,0,0
Die Hard 2,tt0099423,1990,3,1
Back to the Future Part III,tt0099088,1990,1,0
"Bonfire of the Vanities, The",tt0099165,1990,2,0
"Welcome Home, Roxy Carmichael",tt0100911,1990,3,1
Teenage Mutant Ninja Turtles,tt0100758,1990,2,0
I love you to death,tt0099819,1990,3,1
Where the Heart Is,tt0100924,1990,3,1
Dances with Wolves,tt0099348,1990,1,0
Hidden Agenda,tt0099768,1990,3,1
Cry-Baby,tt0099329,1990,3,1
Metropolitan,tt0100142,1990,3,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060,1991,3,1
Toy Soldiers,tt0103112,1991,0,0
Into The Woods,tt0099851,1991,3,1
Delirious,tt0101701,1991,1,0
Hudson Hawk,tt0102070,1991,3,1
Omohide poro poro,tt0102587,1991,3,1
L.A. Story,tt0102250,1991,3,1
Tacones Lejanos,tt0103030,1991,3,1
An American Tail: Fievel Goes West,tt0101329,1991,3,1
Motorama,tt0104922,1991,1,0
"Naked Gun 2 1/2: The Smell of Fear, The",tt0102510,1991,1,0
Critters 3,tt0101627,1991,3,1
Robin Hood: Prince of Thieves,tt0102798,1991,3,1
Don&#39;t Tell Mom the Babysitter&#39;s Dead,tt0101757,1991,3,1
Beauty and the Beast,tt0101414,1991,3,1
Impromptu,tt0102103,1991,3,1
Life Stinks,tt0102303,1991,0,0
Riff-Raff,tt0100491,1991,0,0
Dick Tracy,tt0099422,1991,1,0
"Princess and the Goblin, The",tt0107875,1991,3,1
&#39;Merci la vie&#39;,tt0102436,1991,3,1
Hot Shots!,tt0102059,1991,1,0
"Fisher King, The",tt0101889,1991,3,1
Star Trek VI: The Undiscovered Country,tt0102975,1991,2,0
Closet Land,tt0101597,1991,0,0
Bill &amp; Ted&#39;s Bogus Journey,tt0101452,1991,1,0
Fried Green Tomatoes,tt0101921,1991,3,1
