year,imdb,title,binary,budget,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$
2000,tt0183523,Mission to Mars,FAIL,90000000,60874615,106000000,121761754,82357777,143408288
2000,tt0134847,Pitch Black,PASS,23000000,39235088,53182088,31116893,53081479,71950493
2000,tt0257001,Pokemon: The Movie 2000,FAIL,30000000,43746923,133946923,40587251,59185579,181217915
2000,tt0199753,Red Planet,FAIL,80000000,17480890,33463969,108232671,23650043,45273684
2000,tt0210945,Remember the Titans,FAIL,30000000,115654751,136706683,40587251,156470282,184951617
2000,tt0180093,Requiem for a Dream,PASS,4500000,3635482,7390108,6088088,4918474,9998139
2000,tt0122459,Return to Me,FAIL,24000000,32662299,32662299,32469801,44189098,44189098
2000,tt0165929,Romeo Must Die,FAIL,25000000,55973336,91036760,33822710,75726795,123164396
2000,tt0213203,Rugrats in Paris:,PASS,30000000,76501438,103284813,40587251,103499437,139734889
2000,tt0195234,Saving Grace,PASS,4000000,12178602,27786849,5411634,16476533,37593061
2000,tt0134084,Scream 3,PASS,40000000,89138076,161838076,54116335,120595650,218952089
2000,tt0203119,Sexy Beast,FAIL,4300000,6946056,10154577,5817506,9397377,13738212
2000,tt0184894,Shanghai Noon,FAIL,55000000,56932305,71189835,74409961,77024193,96313324
2000,tt0208092,Snatch.,FAIL,10000000,30093107,83593107,13529084,40713217,113093815
2000,tt0210299,Songcatcher,PASS,1800000,3050934,3050934,2435235,4127634,4127634
2000,tt0163978,The Beach,FAIL,50000000,39778599,39778599,67645419,53816800,53816800
2000,tt0209958,The Cell,FAIL,35000000,61280963,85911226,47351793,82907528,116230018
2000,tt0120917,The Emperor&#39;s New Groove,PASS,100000000,89296573,169296573,135290838,120810082,229042753
2000,tt0219699,The Gift,FAIL,10000000,12008642,44567606,13529084,16246592,60295888
2000,tt0187393,The Patriot,FAIL,110000000,113330342,215300000,148819922,153325570,291281175
2000,tt0138749,The Road to El Dorado,FAIL,95000000,50802661,65700000,128526296,68731346,88886081
2000,tt0202677,The Way of the Gun,FAIL,9000000,6047856,13061935,12176175,8182195,17671601
2000,tt0190138,The Whole Nine Yards,PASS,24000000,57262492,85527867,32469801,77470905,115711368
2000,tt0146309,Thirteen days,FAIL,80000000,34566746,66554547,108232671,46765640,90042204
2000,tt0120913,Titan A.E.,PASS,75000000,22751979,36751979,101468129,30781343,49722060
2000,tt0217869,Unbreakable,FAIL,73243106,94999143,248099143,99091212,128525137,335655410
2000,tt0182508,Urbania,FAIL,225000,1032075,1032075,304404,1396303,1396303
2000,tt0190865,Vertical Limit,FAIL,75000000,68473360,213500000,101468129,92638183,288845939
2000,tt0161081,What Lies Beneath,PASS,90000000,155464351,288693989,121761754,210329023,390576517
2000,tt0207201,What Women Want,FAIL,65000000,182805123,372100000,87939045,247318583,503417209
2000,tt0198021,Where the Heart Is,PASS,15000000,33771174,40862054,20293626,45689304,55282615
2000,tt0120903,X-Men,FAIL,75000000,157299717,296339717,101468129,212812106,400920487
1999,tt0147800,10 Things I Hate About You,PASS,13000000,38177966,60414025,18180006,53390436,84486720
1999,tt0134273,8MM,FAIL,40000000,36443442,96398826,55938481,50964770,134810098
1999,tt0169547,American Beauty,PASS,15000000,130058047,356258047,20976930,181881240,498213351
1999,tt0163651,American Pie,FAIL,12000000,101800948,234723148,16781544,142364760,328251410
1999,tt0122933,Analyze This,FAIL,30000000,106885658,176885658,41953861,149475534,247367876
1999,tt0166485,Anna and the King,FAIL,75000000,39251128,39251128,104884652,54891212,54891212
1999,tt0149691,Anywhere But Here,FAIL,23000000,18653615,18653615,32164627,26086372,26086372
1999,tt0145660,Austin Powers: The Spy Who Shagged Me,FAIL,35000000,206040085,310332636,48946171,288139235,433988407
1999,tt0120601,Being John Malkovich,PASS,13000000,22858926,32382381,18180006,31967340,45285530
1999,tt0165643,Black and White,PASS,10000000,5241315,5241315,13984620,7329780,7329780
1999,tt0181316,Blue Streak,FAIL,36000000,68208190,117448157,50344633,95386564,164246788
1999,tt0171804,Boys Don&#39;t Cry,PASS,2000000,11540607,20741000,2796924,16139101,29005501
1999,tt0179116,But I&#39;m a Cheerleader,PASS,1200000,2205627,2629191,1678154,3084486,3676824
1999,tt0144814,Carrie 2: The Rage,PASS,21000000,17760244,17760244,29367703,24837027,24837027
1999,tt0139134,Cruel Intentions,PASS,11000000,38230075,75803716,15383082,53463308,106008618
1999,tt0144168,Dick,PASS,13000000,6276869,6276869,18180006,8777963,8777963
1999,tt0120655,Dogma,FAIL,10000000,30651422,43948865,13984620,42864850,61460819
1999,tt0157503,Drop Dead Gorgeous,PASS,10000000,10571408,10571408,13984620,14783713,14783713
1999,tt0126886,Election,PASS,8500000,14943582,17202854,11886927,20898032,24057538
1999,tt0120663,Eyes Wide Shut,PASS,65000000,55691208,86257553,90900032,77882040,120627912
1999,tt0137523,Fight Club,FAIL,65000000,37030102,100853753,90900032,51785192,141040144
1999,tt0155711,Flawless,FAIL,27000000,4485485,4485485,37758475,6272780,6272780
1999,tt0126916,For Love of the Game,FAIL,50000000,35188640,46112640,69923101,49209977,64486776
1999,tt0177789,Galaxy Quest,FAIL,45000000,71423726,90523726,62930791,99883369,126593993
1999,tt0139239,Go!,PASS,6500000,16875273,28383441,9090003,23599429,39693164
1999,tt0155776,Jawbreaker,PASS,3000000,3076820,3076820,4195386,4302816,4302816
1999,tt0175880,Magnolia,FAIL,37000000,22450975,48446802,51743095,31396836,67751013
1999,tt0158811,Muppets From Space,PASS,24000000,16304786,16304786,33563089,22801624,22801624
1999,tt0132347,Mystery Men,FAIL,68000000,29762011,33462011,95095418,41621042,46795352
1999,tt0125439,Notting Hill,PASS,42000000,116089678,363728226,58735405,162347007,508660113
1999,tt0151804,Office Space,FAIL,10000000,10827813,12827813,13984620,15142285,17939209
1999,tt0120784,Payback,FAIL,50000000,81526121,161626121,69923101,114011185,226027993
1999,tt0190641,Pocket Monsters: Mewtwo Strikes Back!,FAIL,30000000,85744662,163644662,41953861,119910654,228850846
1999,tt0129332,Ravenous,FAIL,12000000,2062406,2062406,16781544,2884196,2884196
1999,tt0162661,Sleepy Hollow,PASS,70000000,101068340,207068340,97892342,141340236,289577211
1999,tt0158983,South Park: Bigger Longer &amp; Uncut,FAIL,21000000,52037603,52037603,29367703,72772612,72772612
1999,tt0120915,Star Wars: Episode I - The Phantom Menace,PASS,115000000,474544677,1007044677,160823133,663632711,1408313741
1999,tt0164912,Stuart Little,FAIL,105000000,140015224,298800000,146838513,195805974,417860454
1999,tt0120855,Tarzan,FAIL,145000000,171091819,448191819,202776994,239265412,626779240
1999,tt0120657,The 13th Warrior,FAIL,125000000,32698899,61698899,174807753,45728169,86283567
1999,tt0185937,The Blair Witch Project,PASS,600000,140539099,248300000,839077,196538593,347238122
1999,tt0144117,The Boondock Saints,FAIL,7000000,30471,411874,9789234,42613,575990
1999,tt0120689,The Green Mile,FAIL,60000000,136801374,290701374,83907722,191311527,406534833
1999,tt0171363,The Haunting,PASS,80000000,91188905,180188905,111876962,127524221,251987342
1999,tt0129167,The Iron Giant,FAIL,50000000,23159305,31333917,69923101,32387409,43819293
1999,tt0133093,The Matrix,PASS,65000000,171479930,460279930,90900032,239808171,643684004
1999,tt0120616,The Mummy,FAIL,80000000,155385488,416385488,111876962,217300705,582299294
1999,tt0167404,The Sixth Sense,FAIL,40000000,293506292,672806292,55938481,410457404,940894052
1999,tt0134119,The Talented Mr. Ripley,FAIL,40000000,81292135,128792135,55938481,113683964,180110910
1999,tt0144640,Three to Tango,FAIL,20000000,10570375,10570375,27969241,14782268,14782268
1999,tt0151568,Topsy-Turvy,PASS,20000000,6201757,6201757,27969241,8672922,8672922
1999,tt0120363,Toy Story 2,FAIL,90000000,245852179,511358276,125861583,343814937,715115132
1999,tt0120458,Virus,FAIL,75000000,14010690,30626690,104884652,19593418,42830263
1999,tt0120891,Wild Wild West,FAIL,175000000,113805681,221229335,244730855,159152923,309380824
1999,tt0131646,Wing Commander,FAIL,30000000,11578022,11578022,41953861,16191424,16191424
1998,tt0120577,54,FAIL,13000000,16757163,16757163,18578720,23948203,23948203
1998,tt0120623,A Bug&#39;s Life,PASS,45000000,162798565,363095319,64310954,232660690,518911253
1998,tt0120586,American History X,FAIL,10000000,6719864,6719864,14291323,9603575,9603575
1998,tt0120591,Armageddon,FAIL,140000000,201578182,554600000,200078524,288081893,792596781
1998,tt0120603,Beloved,PASS,53000000,22852487,22852487,75744013,32659228,32659228
1998,tt0120611,Blade,FAIL,45000000,70141876,131237688,64310954,100242021,187556021
1998,tt0144120,Bride of Chucky,FAIL,25000000,32404188,50692188,35728308,46309872,72445844
1998,tt0118789,Buffalo &#39;66,FAIL,1500000,2380606,2380606,2143698,3402201,3402201
1998,tt0118929,Dark City,FAIL,27000000,14435076,27257061,38586572,20629634,38953947
1998,tt0120647,Deep Impact,PASS,80000000,140464664,349464664,114330585,200742590,499431243
1998,tt0134619,Disturbing Behavior,FAIL,15000000,17507368,17507368,21436985,25020345,25020345
1998,tt0127536,Elizabeth,PASS,25000000,30082699,82150642,35728308,42992157,117404137
1998,tt0120660,Enemy of the State,FAIL,85000000,111549836,250649836,121476247,159419475,358211780
1998,tt0120631,Ever After,PASS,26000000,65705772,65705772,37157440,93902242,93902242
1998,tt0120669,Fear and Loathing in Las Vegas,FAIL,18500000,10680275,13711903,26438948,15263526,19596124
1998,tt0154420,Festen (The Celebration),FAIL,1300000,1647780,1647780,1857872,2354896,2354896
1998,tt0162973,Get Real,FAIL,2000000,1152411,1152411,2858265,1646948,1646948
1998,tt0120685,Godzilla,FAIL,125000000,136314294,376000000,178641539,194811162,537353750
1998,tt0120694,Halloween H20: 20 Years Later,PASS,17000000,55041738,55041738,24295249,78661926,78661926
1998,tt0147612,Happiness,PASS,3000000,2746453,5746453,4287397,3925045,8212442
1998,tt0119313,Hope Floats,PASS,30000000,60110313,81529000,42873969,85905591,116515728
1998,tt0147004,Little Voice,PASS,6000000,4595000,21787233,8574794,6566863,31136839
1998,tt0120738,Lost in Space,PASS,80000000,69117629,136047317,114330585,98778237,194429617
1998,tt0120749,Mercury Rising,FAIL,60000000,32983332,32983332,85747939,47137546,47137546
1998,tt0120762,Mulan,FAIL,90000000,120620254,303500000,128621908,172382303,433741657
1998,tt0120780,Out of Sight,FAIL,48000000,37562568,77562568,68598351,53681880,110847172
1998,tt0138704,Pi,FAIL,68000,3221152,4678513,97181,4603452,6686214
1998,tt0120791,Practical Magic,PASS,60000000,46850558,68336997,85747939,66955646,97662611
1998,tt0119942,Primary Colors,PASS,65000000,39017984,39017984,92893600,55761862,55761862
1998,tt0120800,Quest for Camelot,PASS,40000000,22772500,38172500,57165293,32544916,54553553
1998,tt0128442,Rounders,FAIL,12000000,22921898,22921898,17149588,32758425,32758425
1998,tt0130827,Run Lola Run,FAIL,1750000,7267324,14533173,2500982,10385968,20769827
1998,tt0120812,Rush Hour,PASS,35000000,141186864,245300000,50019631,201774709,350566156
1998,tt0128445,Rushmore,FAIL,10000000,17105219,19080435,14291323,24445621,27268466
1998,tt0120813,Safe Men,FAIL,1000000,21210,21210,1429132,30312,30312
1998,tt0120815,Saving Private Ryan,FAIL,65000000,216335085,485035085,92893600,309171460,693179313
1998,tt0138097,Shakespeare in Love,PASS,26000000,100317794,279500000,37157440,143367401,399442481
1998,tt0120828,Six Days Seven Nights,FAIL,80000000,74339294,164800000,114330585,106240687,235521005
1998,tt0120148,Sliding Doors,PASS,6000000,11911200,58809149,8574794,17022681,84046055
1998,tt0120831,Slums of Beverly Hills,PASS,5000000,5502773,5502773,7145662,7864191,7864191
1998,tt0122718,Small Soldiers,FAIL,40000000,55143823,71743823,57165293,78807819,102531416
1998,tt0120321,Smoke Signals,PASS,2000000,6719300,7756617,2858265,9602769,11085232
1998,tt0120184,Sphere,FAIL,73000000,37068294,50168294,104326659,52975497,71697130
1998,tt0120844,Star Trek: Insurrection,PASS,70000000,70187658,117800000,100039262,100307450,168351786
1998,tt0120686,Stepmom,PASS,50000000,91137662,159745279,71456616,130247778,228297140
1998,tt0118661,The Avengers,PASS,60000000,23385416,48585416,85747939,33420854,69434988
1998,tt0118715,The Big Lebowski,FAIL,15000000,17498804,46189568,21436985,25008106,66011004
1998,tt0133751,The Faculty,FAIL,15000000,40283321,40283321,21436985,57570196,57570196
1998,tt0120744,The Man in the Iron Mask,FAIL,35000000,56968169,56968169,50019631,81415051,81415051
1998,tt0120746,The Mask of Zorro,FAIL,65000000,93828745,233700000,92893600,134093691,333988221
1998,tt0120768,The Negotiator,FAIL,50000000,44705766,49105766,71456616,63890455,70178637
1998,tt0120794,The Prince of Egypt,FAIL,60000000,101413188,218600000,85747939,144932864,312408324
1998,tt0120108,The Proposition,FAIL,20000000,1903434,5313608,28582646,2720259,7593849
1998,tt0120863,The Thin Red Line,FAIL,52000000,36400491,36400491,74314880,52021118,52021118
1998,tt0120382,The Truman Show,FAIL,60000000,125618201,248400000,85747939,179525030,354996466
1998,tt0129387,There&#39;s Something About Mary,PASS,22000000,176484651,360099999,31440911,252219917,514630544
1998,tt0146336,Urban Legend,PASS,14000000,38116707,72571864,20007852,54473818,103714796
1998,tt0120877,Vampires (John Carpenter&#39;s),FAIL,20000000,20268825,20268825,28582646,28966833,28966833
1998,tt0120879,Velvet Goldmine,FAIL,9000000,1053788,4861972,12862191,1506002,6948401
1998,tt0120890,Wild Things,FAIL,20000000,29795299,55576699,28582646,42581425,79426456
1998,tt0128853,You&#39;ve Got Mail,PASS,65000000,115821495,250800000,92893600,165524241,358426384
1997,tt0120133,A Simple Wish,PASS,28000000,8165213,8165213,40634668,11849668,11849668
1997,tt0118570,Air Bud,FAIL,3000000,24646936,27788649,4353714,35768573,40327947
1997,tt0118571,Air Force One,FAIL,85000000,172956409,315268353,123355241,251000935,457529453
1997,tt0118583,Alien: Resurrection,PASS,60000000,47795018,160700000,87074287,69361952,233213967
1997,tt0118617,Anastasia,PASS,53000000,58403409,139801410,76915621,84757254,202885136
1997,tt0119822,As Good as It Gets,PASS,50000000,148478011,314111923,72561906,215476950,455851198
1997,tt0118655,Austin Powers: International Man of Mystery,FAIL,18000000,53883989,67683989,26122286,78198499,98225585
1997,tt0118688,Batman &amp; Robin,FAIL,125000000,107325195,238317814,181404766,155754415,345855898
1997,tt0118749,Boogie Nights,FAIL,15000000,26410771,43111725,21768572,38328318,62565379
1997,tt0118829,Cats Don&#39;t Dance,PASS,32000000,3588602,3588602,46439620,5207916,5207916
1997,tt0118842,Chasing Amy,PASS,250000,12006514,15155095,362810,17424311,21993652
1997,tt0128996,Cinderella,PASS,2900000,85000000,85000000,4208591,123355241,123355241
1997,tt0118866,Clockwatchers,PASS,2000000,537948,539961,2902476,780691,783612
1997,tt0118880,Con Air,FAIL,80000000,101117573,224117573,116099050,146745677,325247966
1997,tt0118883,Conspiracy Theory,FAIL,80000000,76118990,142783718,116099050,110466780,207213175
1997,tt0118884,Contact,PASS,90000000,100920329,165900000,130611431,146459429,240760405
1997,tt0119080,Eve&#39;s Bayou,PASS,5000000,14843425,14843425,7256191,21541344,21541344
1997,tt0119081,Event Horizon,PASS,60000000,26673242,26673242,87074287,38709226,38709226
1997,tt0119114,Fever Pitch,PASS,40000000,42071069,50071069,58049525,61055139,72665044
1997,tt0119137,Flubber,FAIL,80000000,92993801,177993801,116099050,134956149,258311390
1997,tt0119173,G.I. Jane,PASS,50000000,48169156,48169156,72561906,69904916,69904916
1997,tt0119177,Gattaca,FAIL,36000000,12532777,12532777,52244573,18188044,18188044
1997,tt0119190,George of the Jungle,PASS,55000000,105263257,174463257,79818097,152762052,253187730
1997,tt0119217,Good Will Hunting,FAIL,10000000,138433435,225933435,14512381,200899879,327883215
1997,tt0119229,Grosse Pointe Blank,PASS,15000000,28084357,31070412,21768572,40757090,45090566
1997,tt0119282,Hercules,PASS,70000000,99112101,250700000,101586669,143835260,363825398
1997,tt0119345,I Know What You Did Last Summer,PASS,17000000,72250091,125250091,24671048,104852087,181767707
1997,tt0119361,In the Company of Men,FAIL,25000,2883661,2883661,36281,4184879,4184879
1997,tt0119396,Jackie Brown,PASS,12000000,39673162,74727492,17414858,57575205,108447385
1997,tt0119468,Kiss the Girls,FAIL,27000000,60527873,60527873,39183429,87840357,87840357
1997,tt0119488,L.A. Confidential,FAIL,35000000,64604977,110604977,50793334,93757206,160514159
1997,tt0119528,Liar Liar,FAIL,45000000,181410615,302710615,65305716,263270001,439305185
1997,tt0119654,Men in Black,FAIL,90000000,250690539,587790539,130611431,363811668,853024040
1997,tt0119698,Mononoke-hime,PASS,20000000,2374107,150350000,29024763,3445395,218193652
1997,tt0119707,Mortal Kombat: Annihilation,PASS,30000000,35927406,51327406,43537144,52139221,74488288
1997,tt0417001,Must love Dogs,FAIL,35000000,43894863,58894863,50793334,63701899,85470471
1997,tt0119738,My Best Friend&#39;s Wedding,FAIL,46000000,126813153,298923419,66756954,184036082,433809062
1997,tt0124819,Orgazmo,FAIL,1000000,582024,627287,1451238,844655,910343
1997,tt0120082,Scream 2,PASS,24000000,101363301,101363301,34829715,147102287,147102287
1997,tt0120094,Selena,PASS,20000000,35450113,35450113,29024763,51446556,51446556
1997,tt0120152,Smilla&#39;s Sense of Snow,PASS,35000000,2221994,2221994,50793334,3224642,3224642
1997,tt0120177,Spawn,PASS,40000000,54979992,87949859,58049525,79789061,127636188
1997,tt0120201,Starship Troopers,PASS,100000000,54768952,121100000,145123812,79482791,175744937
1997,tt0118971,The Devil&#39;s Advocate,PASS,57000000,61007424,153007424,82720573,88536300,222050207
1997,tt0119116,The Fifth Element,FAIL,95000000,63570862,263900000,137867622,92256459,382981741
1997,tt0119174,The Game,FAIL,50000000,48265581,48265581,72561906,70044851,70044851
1997,tt0119567,The Lost World: Jurassic Park,FAIL,75000000,229086679,786686679,108842859,332459322,1141669701
1997,tt0119874,The Peacemaker,FAIL,50000000,41263140,62967368,72561906,59882642,91380645
1997,tt0119925,The Postman,FAIL,80000000,17650704,17650704,116099050,25615375,25615375
1997,tt0120338,Titanic,PASS,200000000,658672302,2185672302,290247625,955890356,3171930973
1997,tt0120461,Volcano,PASS,90000000,47546796,120100000,130611431,69001723,174293699
1996,tt0115591,August,FAIL,3400000,12636,12636,5049561,18767,18767
1996,tt0115736,Bound,PASS,4500000,3802260,7011317,6683242,5646983,10412962
1996,tt0115759,Broken Arrow,FAIL,65000000,70645997,148345997,96535720,104920957,220318272
1996,tt0115857,Chain Reaction,FAIL,55000000,21226204,60209334,81684071,31524414,89420791
1996,tt0116136,DragonHeart,FAIL,57000000,51364680,104364680,84654401,76285021,154998762
1996,tt0116191,Emma,PASS,5900000,22231658,37831658,8762473,33017679,56186252
1996,tt0116225,Escape from L.A.,FAIL,50000000,25426861,25426861,74258246,37763082,37763082
1996,tt0116260,Eye for an Eye,PASS,20000000,26792700,26792700,29703299,39791578,39791578
1996,tt0116282,Fargo,PASS,7000000,24567751,51204567,10396154,36487162,76047227
1996,tt0116361,Freeway,PASS,3000000,295493,295493,4455495,438856,438856
1996,tt0116367,From Dusk Till Dawn,FAIL,20000000,25728961,25728961,29703299,38211750,38211750
1996,tt0116477,Hamlet,FAIL,2000000,1577287,2419669,2970330,2342531,3593608
1996,tt0116493,Harriet the Spy,PASS,13000000,26570048,26570048,19307144,39460903,39460903
1996,tt0116629,Independence Day,PASS,75000000,306169255,817400878,111387369,454711839,1213975115
1996,tt0116705,Jingle All the Way,FAIL,60000000,60592389,129832389,89109896,89989691,192822510
1996,tt0116778,Kingpin,FAIL,25000000,25023424,32223424,37129123,37163912,47857099
1996,tt0116931,Love and Other Catastrophes,PASS,250000,212285,743216,371291,315278,1103798
1996,tt0116996,Mars Attacks!,PASS,80000000,37771017,101371017,118813194,56096190,150552679
1996,tt0117060,Mission: Impossible,FAIL,80000000,180981886,457697994,118813194,268787949,679757008
1996,tt0117509,Romeo + Juliet,FAIL,14500000,46338728,147542381,21534891,68820654,219124769
1996,tt0117571,Scream,PASS,15000000,103046663,173046663,22277474,153041290,257002834
1996,tt0117589,Secrets &amp; Lies,PASS,4500000,13417292,13417292,6683242,19926891,19926891
1996,tt0117603,Set It Off,PASS,9000000,36049108,36049108,13366484,53538871,53538871
1996,tt0117705,Space Jam,FAIL,80000000,90463534,250200000,118813194,134353268,371588265
1996,tt0117723,Spy Hard,FAIL,18000000,26936265,26936265,26732969,40004796,40004796
1996,tt0117731,Star Trek: First Contact,PASS,46000000,92027888,150000000,68317587,136676591,222774739
1996,tt0117765,Striptease,FAIL,50000000,33109743,113309743,74258246,49173429,168283656
1996,tt0117887,That Thing You Do!,PASS,2500000,25857416,34557416,3712912,38402527,51323462
1996,tt0115798,The Cable Guy,FAIL,47000000,60240295,102825796,69802752,89466773,152713266
1996,tt0115963,The Craft,PASS,15000000,24769466,55669466,22277474,36786742,82678338
1996,tt0116209,The English Patient,PASS,35000000,78716374,231716374,51980772,116906798,344137032
1996,tt0116277,The Fan,FAIL,55000000,18582965,18582965,81684071,27598768,27598768
1996,tt0116313,The First Wives Club,PASS,30000000,105489203,181489203,44554948,156668864,269541399
1996,tt0116421,The Glimmer Man,FAIL,45000000,20404841,36404841,66832422,30304554,54067193
1996,tt0116583,The Hunchback of Notre Dame,FAIL,100000000,100138851,325500000,148516493,148722709,483421183
1996,tt0116908,The Long Kiss Goodnight,FAIL,65000000,33447612,33447612,96535720,49675220,49675220
1996,tt0117057,The Mirror Has Two Faces,PASS,42000000,41267469,41267469,62376927,61288998,61288998
1996,tt0117500,The Rock,FAIL,75000000,134069511,336069511,111387369,199115335,499118651
1996,tt0117951,Trainspotting,FAIL,3100000,16501785,24000785,4604011,24507872,35645124
1996,tt0117998,Twister,PASS,88000000,241888385,495900000,130694514,359244145,736493287
1996,tt0118113,Walking and Talking,PASS,1000000,1287480,1615787,1485165,1912120,2399710
1996,tt0115856,When the Cat&#39;s Away,PASS,300000,1652472,2525984,445549,2454193,3751503
1995,tt0112384,Apollo 13,PASS,65000000,172070496,334100000,99370665,263057839,510765217
1995,tt0112401,Assassins,FAIL,50000000,30306268,83306268,76438973,46331600,127356911
1995,tt0112462,Batman Forever,FAIL,100000000,184031112,336529144,152877946,281342983,514478842
1995,tt0112471,Before Sunrise,FAIL,2500000,5274005,5274005,3821949,8062791,8062791
1995,tt0112573,Braveheart,FAIL,72000000,75545647,209000000,110072121,115492633,319514907
1995,tt0112641,Casino,FAIL,52000000,42438300,110400000,79496532,64878801,168777252
1995,tt0112642,Casper,PASS,55000000,100328194,282300000,84082870,153379682,431574441
1995,tt0112697,Clueless,PASS,13700000,56598476,56598476,20944279,86526587,86526587
1995,tt0112715,Congo,FAIL,50000000,81022333,152022333,76438973,123865278,232408620
1995,tt0112722,Copycat,FAIL,20000000,32051917,32051917,30575589,49000312,49000312
1995,tt0112864,Die Hard: With a Vengeance,FAIL,90000000,100012499,364480746,137590151,152897054,557210677
1995,tt0113101,Four rooms,FAIL,4000000,4301000,4301000,6115118,6575280,6575280
1995,tt0113321,Home for the holidays,PASS,20000000,17468887,22119269,30575589,26706076,33815484
1995,tt0113497,Jumanji,PASS,65000000,100458310,262758310,99370665,153578601,401699506
1995,tt0113749,Mallrats,FAIL,6100000,2108367,2108367,9325555,3223228,3223228
1995,tt0113855,Mortal Kombat,FAIL,20000000,70433227,122133227,30575589,107676871,186714768
1995,tt0114069,Outbreak,PASS,50000000,67823573,67823573,76438973,103687285,103687285
1995,tt0114148,Pocahontas,PASS,55000000,141579773,347100000,84082870,216444248,530639350
1995,tt0112130,Pride and Prejudice,PASS,28000000,38372662,120918508,42805825,58663337,184857731
1995,tt0114319,Sabrina,PASS,58000000,53458319,87100000,88669209,81725980,133156691
1995,tt0114323,Safe,PASS,33000000,17142080,41495213,50449722,26206460,63437029
1995,tt0114369,Se7en,FAIL,30000000,100125643,328125643,45863384,153070026,501631742
1995,tt0114388,Sense and Sensibility,PASS,16500000,42993774,134993774,25224861,65727998,206375709
1995,tt0114436,Showgirls,PASS,40000000,20350754,37750754,61151178,31111815,57712577
1995,tt0114508,Species,FAIL,35000000,60054449,113354449,53507281,91810008,173293953
1995,tt0114614,Tank Girl,PASS,25000000,4064333,4064333,38219486,6213469,6213469
1995,tt0112346,The American President,PASS,62000000,60022813,107822813,94784326,91761643,164837302
1995,tt0112579,The Bridges of Madison County,PASS,22000000,71516617,175516617,33633148,109333135,268326198
1995,tt0113416,The Incredibly True Adventures of Two Girls in Love,PASS,250000,2210408,2477155,382195,3379226,3787024
1995,tt0113957,The Net,PASS,22000000,50621733,110521733,33633148,77389465,168963355
1995,tt0114214,The Quick and the Dead,FAIL,32000000,18552460,18552460,48920943,28362620,28362620
1995,tt0114814,The Usual Suspects,FAIL,6000000,23341568,34449356,9172677,35684110,52665468
1995,tt0114709,Toy Story,FAIL,30000000,191780865,364530148,45863384,293190647,557286202
1995,tt0114746,Twelve Monkeys,FAIL,29000000,57141459,168841459,44334604,87356689,258121354
1995,tt0114898,Waterworld,FAIL,175000000,88246220,264246220,267536405,134909008,403974193
1995,tt0114906,Welcome to the Dollhouse,PASS,800000,4198137,5034794,1223024,6418026,7697090
1994,tt0109040,Ace Ventura: Pet Detective,FAIL,12000000,72217396,107217396,18859976,113501532,168509796
1994,tt0109254,Beverly Hills Cop III,FAIL,50000000,42586861,119180938,78583235,66932266,187312473
1994,tt0109445,Clerks.,FAIL,27000,3073428,3894240,42435,4830398,6120440
1994,tt0109504,Crooklyn,PASS,14000000,13024170,13024170,22003306,20469628,20469628
1994,tt0109686,Dumb &amp; Dumber,FAIL,16000000,127175374,246400000,25146635,199877046,387258182
1994,tt0109707,Ed Wood,PASS,18000000,5828466,5828466,28289965,9160394,9160394
1994,tt0109830,Forrest Gump,FAIL,55000000,329694499,679400525,86441558,518169206,1067789822
1994,tt0110322,Legends of the Fall,PASS,30000000,66502573,160502573,47149941,104519746,252256228
1994,tt0110367,Little Women,PASS,15000000,50003303,50003303,23574970,78588426,78588426
1994,tt0110622,Naked Gun 33 1/3: The Final Insult,FAIL,30000000,51041856,51041856,47149941,80220683,80220683
1994,tt0110857,Police Academy: Mission to Moscow,FAIL,10000000,126247,126247,15716647,198418,198418
1994,tt0110889,Priest,PASS,60000000,29136626,84154026,94299882,45793007,132261912
1994,tt0110912,Pulp Fiction,PASS,8000000,107928762,212928762,12573318,169627825,334652619
1994,tt0111257,Speed,PASS,30000000,121248145,283200000,47149941,190561429,445095443
1994,tt0111282,Stargate,FAIL,55000000,71565669,196565669,86441558,112477236,308935323
1994,tt0111301,Street Fighter,PASS,35000000,33423000,99423000,55008264,52529749,156259619
1994,tt0109446,The Client,PASS,45000000,92115211,117615211,70724911,144774225,184851675
1994,tt0110074,The Hudsucker Proxy,FAIL,40000000,2816518,14938149,62866588,4426622,23477761
1994,tt0110357,The Lion King,FAIL,79300000,422780140,952880140,124633011,664468621,1497608078
1994,tt0110475,The Mask,FAIL,18000000,119920129,351620129,28289965,188474233,552628944
1994,tt0111070,The Santa Clause,FAIL,22000000,144833357,189800000,34576623,227629474,298301960
1994,tt0111143,The Shadow,FAIL,40000000,31835600,31835600,62866588,50034889,50034889
1994,tt0111161,The Shawshank Redemption,FAIL,25000000,28241469,28241469,39291617,44386120,44386120
1994,tt0111255,The Specialist,FAIL,45000000,57362581,57362581,70724911,90154744,90154744
1994,tt0111438,Timecop,FAIL,28000000,44853581,102053581,44006612,70494790,160394011
1994,tt0111503,True Lies,FAIL,100000000,146282411,365300000,157166470,229906901,574129115
1993,tt0106582,Cliffhanger,FAIL,65000000,84049211,255000000,104809829,135525899,411177020
1993,tt0106611,Cool Runnings,FAIL,14000000,68856263,155056263,22574425,111027894,250021852
1993,tt0106677,Dazed and Confused,PASS,6900000,7950889,7950889,11125966,12820482,12820482
