inst#,actual,predicted,error,prediction,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
994,2:bad,2:bad,,1,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9
995,2:bad,2:bad,,1,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7
996,2:bad,2:bad,,1,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10
997,2:bad,2:bad,,0.969,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4
998,2:bad,2:bad,,1,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1
999,2:bad,2:bad,,0.993,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6
1000,2:bad,2:bad,,0.833,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9
1001,2:bad,2:bad,,1,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9
1002,1:good,1:good,,1,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4
1003,1:good,1:good,,0.971,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2
1004,2:bad,2:bad,,0.993,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3
1005,2:bad,2:bad,,0.993,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8
1006,2:bad,2:bad,,0.683,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6
1007,2:bad,2:bad,,0.993,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3
1008,1:good,1:good,,0.962,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11
1009,2:bad,2:bad,,0.993,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3
1010,2:bad,2:bad,,0.993,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8
1011,2:bad,2:bad,,0.993,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8
1012,2:bad,2:bad,,0.993,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9
1013,2:bad,2:bad,,0.993,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10
1014,1:good,1:good,,0.951,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2
1015,2:bad,2:bad,,1,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8
1016,1:good,1:good,,0.962,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11
1017,1:good,1:good,,0.962,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11
1018,2:bad,2:bad,,1,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8
1019,2:bad,2:bad,,0.75,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5
1020,1:good,1:good,,1,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6
1021,1:good,1:good,,1,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8
1022,1:good,1:good,,0.951,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1
1023,2:bad,2:bad,,0.75,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12
1024,1:good,1:good,,0.951,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1
1025,2:bad,2:bad,,1,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1
1026,2:bad,2:bad,,0.993,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3
1027,2:bad,2:bad,,0.97,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1
1028,2:bad,2:bad,,0.993,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4
1029,2:bad,1:good,+,0.857,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12
1030,1:good,1:good,,1,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3
1031,2:bad,2:bad,,1,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5
1032,2:bad,2:bad,,0.993,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4
1033,2:bad,2:bad,,0.993,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4
1034,2:bad,2:bad,,0.993,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4
1035,2:bad,2:bad,,0.993,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4
1036,1:good,1:good,,0.951,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
1037,1:good,1:good,,1,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12
1038,2:bad,2:bad,,0.993,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2
1039,2:bad,2:bad,,1,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9
1040,1:good,1:good,,0.951,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
1041,2:bad,2:bad,,0.993,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9
1042,2:bad,2:bad,,1,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4
1043,2:bad,2:bad,,0.993,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9
1044,1:good,1:good,,0.941,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
1045,1:good,1:good,,0.941,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
1046,1:good,1:good,,1,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12
1047,1:good,1:good,,0.941,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
1048,1:good,1:good,,1,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12
1049,2:bad,2:bad,,0.993,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3
1050,1:good,1:good,,1,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
1051,2:bad,2:bad,,0.683,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5
1052,1:good,1:good,,1,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
1053,2:bad,2:bad,,0.993,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9
1054,2:bad,2:bad,,0.993,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9
1055,2:bad,2:bad,,0.993,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9
1056,2:bad,2:bad,,0.97,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9
1057,1:good,1:good,,0.857,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11
1058,1:good,1:good,,1,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4
1059,2:bad,2:bad,,1,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3
1060,1:good,1:good,,0.971,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5
1061,2:bad,2:bad,,0.993,10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10
1062,2:bad,2:bad,,0.993,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7
1063,2:bad,2:bad,,0.993,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7
1064,1:good,1:good,,1,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5
1065,2:bad,2:bad,,0.993,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5
1066,1:good,1:good,,1,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8
1067,1:good,1:good,,0.75,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1
1068,2:bad,2:bad,,0.97,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9
1069,2:bad,2:bad,,0.97,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9
1070,2:bad,2:bad,,1,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8
1071,2:bad,2:bad,,0.97,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2
1072,2:bad,2:bad,,1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2
1073,2:bad,2:bad,,1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2
1074,2:bad,2:bad,,1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2
1075,2:bad,1:good,+,0.875,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2
1076,2:bad,2:bad,,0.993,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9
1077,2:bad,2:bad,,1,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7
1078,2:bad,2:bad,,1,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6
1079,2:bad,2:bad,,1,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10
1080,2:bad,2:bad,,1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2
1081,2:bad,2:bad,,1,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1
1082,2:bad,2:bad,,1,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7
1083,2:bad,2:bad,,1,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7
1084,2:bad,2:bad,,0.993,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5
1085,1:good,1:good,,0.951,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6
1086,2:bad,2:bad,,0.882,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4
1087,2:bad,2:bad,,0.944,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4
1088,2:bad,2:bad,,0.944,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6
1089,1:good,1:good,,1,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12
1090,1:good,1:good,,0.951,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
1091,2:bad,2:bad,,1,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6
1092,2:bad,2:bad,,1,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2
1093,1:good,1:good,,0.951,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
1094,2:bad,2:bad,,1,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2
1095,1:good,1:good,,1,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2
1096,2:bad,2:bad,,1,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6
1097,2:bad,2:bad,,1,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4
1098,2:bad,2:bad,,1,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4
1099,2:bad,2:bad,,0.944,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4
1100,2:bad,2:bad,,0.683,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5
1101,2:bad,2:bad,,1,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2
1102,2:bad,2:bad,,1,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11
1103,2:bad,2:bad,,0.993,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2
1104,2:bad,2:bad,,1,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2
1105,1:good,1:good,,0.941,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1
1106,2:bad,1:good,+,0.938,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9
1107,2:bad,2:bad,,0.993,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9
1108,2:bad,2:bad,,0.97,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6
1109,2:bad,2:bad,,0.993,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9
1110,2:bad,2:bad,,0.97,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6
1111,2:bad,2:bad,,1,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5
1112,2:bad,2:bad,,0.993,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
1113,2:bad,2:bad,,0.993,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
1114,1:good,1:good,,0.971,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
1115,2:bad,2:bad,,0.993,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6
1116,2:bad,2:bad,,1,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7
1117,2:bad,2:bad,,1,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2
1118,1:good,1:good,,0.951,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13
1119,2:bad,2:bad,,1,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7
1120,2:bad,2:bad,,0.993,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9
1121,2:bad,2:bad,,1,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9
1122,2:bad,2:bad,,1,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1
1123,2:bad,2:bad,,1,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1
1124,2:bad,2:bad,,1,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5
1125,2:bad,2:bad,,1,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9
1126,2:bad,2:bad,,0.993,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9
1127,1:good,1:good,,0.8,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5
1128,1:good,1:good,,0.962,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
1129,1:good,1:good,,0.962,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
1130,2:bad,2:bad,,1,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2
1131,2:bad,2:bad,,0.97,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
1132,2:bad,2:bad,,0.97,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
1133,2:bad,2:bad,,0.971,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2
1134,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1135,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1136,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1137,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1138,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1139,2:bad,1:good,+,0.8,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10
1140,1:good,1:good,,0.951,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
1141,2:bad,2:bad,,0.993,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1
1142,1:good,1:good,,0.974,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
1143,2:bad,2:bad,,0.933,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6
1144,2:bad,2:bad,,0.993,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10
1145,2:bad,2:bad,,0.993,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10
1146,2:bad,2:bad,,0.875,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
1147,1:good,1:good,,0.951,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2
1148,2:bad,2:bad,,0.875,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
1149,2:bad,2:bad,,0.917,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1
1150,2:bad,2:bad,,0.75,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8
1151,1:good,1:good,,0.951,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5
1152,2:bad,2:bad,,0.75,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8
1153,1:good,1:good,,1,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6
1154,2:bad,2:bad,,0.993,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2
1155,2:bad,2:bad,,0.993,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9
1156,2:bad,2:bad,,0.993,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1
1157,2:bad,2:bad,,0.993,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9
1158,2:bad,2:bad,,1,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
1159,2:bad,2:bad,,1,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8
1160,2:bad,2:bad,,0.969,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11
1161,2:bad,2:bad,,0.882,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4
1162,2:bad,2:bad,,1,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
1163,2:bad,2:bad,,1,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9
1164,2:bad,2:bad,,0.683,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
1165,2:bad,2:bad,,1,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9
1166,2:bad,2:bad,,0.683,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6
1167,2:bad,2:bad,,0.993,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3
1168,2:bad,2:bad,,0.993,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6
1169,2:bad,2:bad,,0.993,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5
1170,1:good,1:good,,1,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7
1171,2:bad,2:bad,,1,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7
1172,2:bad,2:bad,,1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
1173,2:bad,2:bad,,1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
1174,2:bad,1:good,+,0.951,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
1175,2:bad,1:good,+,0.951,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
1176,2:bad,2:bad,,1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
1177,1:good,1:good,,1,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12
1178,2:bad,2:bad,,0.993,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9
1179,2:bad,2:bad,,0.993,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8
1180,2:bad,2:bad,,0.993,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5
1181,2:bad,1:good,+,0.857,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4
1182,2:bad,2:bad,,0.683,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3
1183,2:bad,2:bad,,0.993,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9
1184,2:bad,2:bad,,1,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2
1185,2:bad,2:bad,,1,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2
1186,1:good,1:good,,0.951,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1
1187,2:bad,2:bad,,1,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5
1188,2:bad,2:bad,,0.993,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8
1189,2:bad,2:bad,,0.683,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3
1190,2:bad,2:bad,,0.993,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6
1191,2:bad,2:bad,,1,7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4
1192,2:bad,2:bad,,0.993,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6
1193,2:bad,2:bad,,1,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7
1194,2:bad,2:bad,,0.944,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6
1195,2:bad,2:bad,,1,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5
1196,2:bad,2:bad,,1,7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2
1197,2:bad,2:bad,,1,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5
1198,2:bad,2:bad,,0.993,5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2
1199,2:bad,2:bad,,1,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
1200,2:bad,2:bad,,1,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
1201,2:bad,2:bad,,0.971,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3
1202,2:bad,2:bad,,0.993,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
1203,2:bad,2:bad,,1,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5
1204,2:bad,2:bad,,0.683,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6
1205,2:bad,2:bad,,1,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5
1206,2:bad,2:bad,,0.993,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7
1207,2:bad,2:bad,,0.993,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8
1208,2:bad,2:bad,,0.683,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6
1209,2:bad,2:bad,,0.993,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1
1210,2:bad,1:good,+,0.974,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9
1211,2:bad,2:bad,,1,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
1212,2:bad,2:bad,,1,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
1213,2:bad,2:bad,,1,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
1214,2:bad,2:bad,,0.993,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9
1215,2:bad,2:bad,,1,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
1216,2:bad,2:bad,,0.727,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7
1217,2:bad,2:bad,,1,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8
1218,2:bad,2:bad,,0.683,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3
1219,2:bad,2:bad,,1,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9
1220,1:good,1:good,,0.951,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
1221,2:bad,2:bad,,0.971,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9
1222,2:bad,2:bad,,1,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9
1223,1:good,1:good,,0.951,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
1224,2:bad,2:bad,,0.993,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1
1225,2:bad,2:bad,,0.993,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3
1226,2:bad,2:bad,,0.993,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5
1227,2:bad,2:bad,,1,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7
1228,2:bad,2:bad,,1,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11
1229,2:bad,2:bad,,1,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1
1230,2:bad,2:bad,,1,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1
1231,2:bad,2:bad,,0.882,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4
1232,2:bad,2:bad,,0.993,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2
1233,2:bad,2:bad,,0.97,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
1234,2:bad,2:bad,,0.97,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
1235,2:bad,2:bad,,0.993,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9
1236,1:good,1:good,,0.962,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5
1237,2:bad,2:bad,,0.944,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6
